route_long_name,route_type,route_text_color,agency_id,route_id,route_color,route_short_name
Britomart To Manukau City Centre Via Otara,3,,NZBWP,48702-20160729161628_v43.23,,487
Greenhithe To Albany Schools,3,,RTH,11651-20160729161628_v43.23,,116
Glenfield To Mayoral Dr Express,3,,RTH,94503-20160729161628_v43.23,,945X
Howick College To Mirrabooka And Burswood Dr,3,,HE,31052-20160803113210_v43.25,,310
Totara Vale to Westlake Schools Via Sunnynook,3,,NZBNS,05453-20160729161628_v43.23,,054
Auckland To Beach Haven,4,,360D,96014-20160729161628_v43.23,,HOBS
Edgewater College To Otara,3,,HE,30552-20160803113210_v43.25,,305
Howick Intermediate To Manukau City Centre,3,,HE,58004-20160729161628_v43.23,,580
Akoranga Station To Constellation Station Via Takapuna,3,,NZBNS,84302-20160729161628_v43.23,,843
Parnell To Epsom Schools,3,,NZBML,02951-20160803113210_v43.25,,029
Midtown To Rosebank Rd Express,3,,NZBGW,22104-20160803113210_v43.25,,221X
Henderson To Avondale College,3,,RTH,05357-20160803113210_v43.25,,053
Midtown To Bayview Via Manuka Rd,3,,BTL,95504-20160803113210_v43.25,,955
St Josephs To Silverdale Express,3,,RTH,04662-20160729161628_v43.23,,046
Westlake Girls To Verrans Corner,3,,BTL,00960-20160729161628_v43.23,,009
Takapuna Normal Intermediate To Beach Haven,3,,BTL,01264-20160803113210_v43.25,,012
Westgate To Mayoral Dr Express Via Greenhithe,3,,RTH,95603-20160729161628_v43.23,,956
Green Bay High To Kaurilands,3,,RTH,00552-20160729161628_v43.23,,005
New Lynn To Midtown,3,,NZBGW,22301-20160803113210_v43.25,,223
Pukekohe To Papakura,3,,NZBWP,47503-20160729161628_v43.23,,475
Onehunga To Manukau City Centre,3,,NZBWP,34804-20160729161628_v43.23,,348
Glendowie North To Britomart Via Tamaki Dr,3,,NZBML,76901-20160803113210_v43.25,,769
Takapuna To Takapuna Grammar,3,,NZBNS,06257-20160803113210_v43.25,,062
Hobsonville Primary To Massey West,3,,RTH,00174-20160729161628_v43.23,,001
Britomart Train Station to Papakura Train Station,2,,AM,20140-20160803113210_v43.25,,STH
Ranui To City Centre Via Swanson,3,,NZBGW,13601-20160729161628_v43.23,,136
Farm Cove Intermediate To Golflands,3,,HE,07852-20160729161628_v43.23,,078
Onehunga To Pakuranga Plaza Via Penrose,3,,HE,35802-20160803113210_v43.25,,358
Manly shops to Orewa via HC Station and Silverdale,3,,NZBNS,98104-20160803113210_v43.25,,981
Mayoral Dr To Long Bay Express Via Albany Station,3,,NZBNS,87004-20160803113210_v43.25,,87X
Manukau Train Station to Britomart Train Station,2,,AM,50071-20160729161628_v43.23,,EAST
Matiatia Wharf To Onetangi,3,,WBC,00104-20160729161628_v43.23,,1
Midtown To Beach Haven Via Highbury Bypass,3,,BTL,97406-20160729161628_v43.23,,974
Avondale College To New Lynn,3,,NZBGW,11554-20160729161628_v43.23,,115
St Thomas Primary To Remuera,3,,NZBML,07354-20160803113210_v43.25,,073
Upland Rd To Civic Centre Via Lucerne Rd And Benson Rd,3,,NZBML,60601-20160729161628_v43.23,,606
Te Huruhi School to Rocky Bay,3,,WBC,08956-20160803113210_v43.25,,089
Outer Link Mt Eden To CBD Clockwise,3,,NZBML,73108-20160803113210_v43.25,,OUT
Manukau City Centre To Weymouth,3,,NZBWP,45502-20160729161628_v43.23,,455
Westlake Boys To Beach Haven,3,,BTL,00660-20160803113210_v43.25,,006
Auckland Girls Grammar To Mangere,3,,NZBWP,06154-20160729161628_v43.23,,061
Pukekohe To Papakura via Wesley College,3,,NZBWP,47505-20160803113210_v43.25,,475
Glen Eden To City Centre Express Via Titirangi,3,,NZBGW,17203-20160803113210_v43.25,,172X
Beach Haven To Midtown Via Birkdale Rd,3,,BTL,97301-20160729161628_v43.23,,973
Ruawai Rd To Britomart,3,,NZBWP,50205-20160803113210_v43.25,,502
Stanmore Bay To Orewa College Via Vipond Rd,3,,BAYES,00655-20160803113210_v43.25,,006
Half Moon Bay To Auckland,4,,FGL,95011-20160729161628_v43.23,,HMB
Weymouth To East Tamaki Via Cavendish Dr And Highbrook,3,,HE,56102-20160729161628_v43.23,,561
Midtown To Verrans Corner,3,,BTL,97402-20160803113210_v43.25,,974
Blockhouse Bay To Civic Centre Via Flyover,3,,NZBML,25803-20160729161628_v43.23,,258
St Heliers To Epsom Schools,3,,NZBML,01457-20160729161628_v43.23,,014
Rosehill College To Manurewa,3,,NZBWP,05752-20160803113210_v43.25,,057
One Tree Hill College To Panmure Town Centre,3,,NZBML,06156-20160729161628_v43.23,,061
Beach Haven To Newmarket Via Ponsonby,3,,BTL,96601-20160803113210_v43.25,,966
Stanley Bay To Auckland,4,,FGL,99311-20160729161628_v43.23,,SBAY
Otahuhu To Onehunga Via Massey Rd,3,,NZBWP,33407-20160729161628_v43.23,,334
Long Bay Primary To Torbay,3,,NZBNS,01552-20160729161628_v43.23,,015
Stanley Bay To Belmont Intermediate And Takapuna Grammar,3,,RTH,08153-20160729161628_v43.23,,081
Downtown To International Airport Via Dominion Rd,3,,ABEXP,30008-20160803113210_v43.25,,SKY
Long Bay Primary To Torbay,3,,NZBNS,01552-20160803113210_v43.25,,015
Rocky Bay To Matiatia Wharf,3,,WBC,00201-20160729161628_v43.23,,2
Howick College To Mirrabooka And Burswood Dr,3,,HE,31052-20160729161628_v43.23,,310
Constellation Station To Midtown,3,,BTL,95801-20160803113210_v43.25,,958
Campbells Bay To Westlake Schools,3,,NZBNS,05351-20160803113210_v43.25,,053
Glendowie South To Britomart Via Tamaki Dr,3,,NZBML,76701-20160803113210_v43.25,,767
Downtown To Airport Via Mt Eden Rd,3,,ABEXP,30002-20160729161628_v43.23,,SKY
Hatfields Beach To Orewa Schools,3,,BAYES,00251-20160729161628_v43.23,,002
St Heliers To Baradene College,3,,NZBML,02157-20160729161628_v43.23,,021
Beach Haven To Albany Station Via Massey University,3,,BTL,95703-20160729161628_v43.23,,957
New Lynn To Blockhouse Bay Via Green Bay (N),3,,NZBGW,19513-20160729161628_v43.23,,195
City Centre To Westgate,3,,RTH,08004-20160729161628_v43.23,,080
North Park To Britomart Express,3,,HE,55103-20160803113210_v43.25,,551X
Middlemore To Half Moon Bay Via Otara And Highbrook,3,,HE,57502-20160803113210_v43.25,,575
Henderson To City Centre Via Glen Eden And Solar Rd,3,,NZBGW,15401-20160729161628_v43.23,,154
Wattle Downs To Manukau City Centre,3,,NZBWP,45601-20160729161628_v43.23,,456
Devonport To Takapuna Via Narrow Neck (N),3,,NZBNS,81301-20160729161628_v43.23,,813
Mayoral Dr To Glenfield Shops Via Coronation Rd,3,,NZBNS,95202-20160803113210_v43.25,,952
St Heliers To Eastridge Via Mission Bay,3,,NZBML,77107-20160729161628_v43.23,,771
Glen Innes Centre To Britomart Via Panmure And Ellerslie,3,,NZBML,59501-20160803113210_v43.25,,595
Takapuna Grammar To Takapuna,3,,NZBNS,81352-20160803113210_v43.25,,813
Army Bay To Whangaparaoa College,3,,BAYES,01951-20160729161628_v43.23,,019
Onehunga High To Favona,3,,NZBML,00254-20160803113210_v43.25,,002
Civic Centre To Onehunga,3,,NZBML,30202-20160803113210_v43.25,,302
Civic Centre To Lynfield (S),3,,NZBML,26706-20160803113210_v43.25,,267
Auckland Grammar And St Peters To Lynfield,3,,NZBML,09952-20160803113210_v43.25,,099
Albany Primary To Unsworth,3,,RTH,06258-20160729161628_v43.23,,062
Glen Eden To Green Bay High,3,,RTH,00653-20160729161628_v43.23,,006
Ellerslie To Remuera Primary,3,,NZBML,01953-20160729161628_v43.23,,019
Westlake Schools To Bayview,3,,BTL,00858-20160729161628_v43.23,,008
Westlake Schools To Silverdale,3,,NZBNS,04556-20160729161628_v43.23,,045
Howick Intermediate To Manukau Station,3,,HE,05858-20160729161628_v43.23,,058
Glenfield Shops To Westlake Schools,3,,NZBNS,07451-20160803113210_v43.25,,074
Britomart To Cockle Bay Via Newmarket,3,,HE,55002-20160729161628_v43.23,,550
Chatswood To Birkenhead Schools,3,,BTL,07955-20160803113210_v43.25,,079
Takapuna To Bayswater Wharf Via Francis St,3,,RTH,80308-20160729161628_v43.23,,803
Mayoral Dr To Constellation Station Express Via Sunnynook,3,,NZBNS,87304-20160729161628_v43.23,,873X
Chatswood To Auckland University,3,,BTL,97101-20160803113210_v43.25,,971
Panmure To Onehunga Via Otahuhu And Mangere,3,,NZBWP,35901-20160729161628_v43.23,,359
St Heliers To Newmarket Via Mission Bay,3,,NZBML,77101-20160803113210_v43.25,,771
Britomart To Manukau City Centre Express Via Otahuhu,3,,NZBWP,45708-20160803113210_v43.25,,457X
Auckland To Stanley Bay,4,,FGL,99312-20160729161628_v43.23,,SBAY
Ellerslie Township To Britomart,3,,NZBWP,50203-20160729161628_v43.23,,502
St Heliers To Newmarket To Auckland Grammar,3,,NZBML,77003-20160803113210_v43.25,,770
Mayoral Dr To Greenhithe Express,3,,RTH,95602-20160803113210_v43.25,,956
Henderson To New Lynn Via Great North Rd,3,,NZBGW,11303-20160729161628_v43.23,,113
Mayoral Dr To Bayswater Express,3,,RTH,80200-20160803113210_v43.25,,802X
City Centre To Henderson Express Via Glen Eden,3,,NZBGW,15012-20160729161628_v43.23,,15X
Britomart To Pt Chevalier Via Westmere,3,,NZBML,00502-20160803113210_v43.25,,005
One Tree Hill College To Otahuhu,3,,NZBML,06454-20160803113210_v43.25,,064
City Centre (Wellesley St) to Gulf Harbour via HC Station,3,,NZBNS,99202-20160729161628_v43.23,,992X
Verrans Corner To Midtown,3,,BTL,97303-20160803113210_v43.25,,973
Balmoral To Epsom Schools,3,,NZBML,03051-20160803113210_v43.25,,030
Birkdale To Wairau Intermediate,3,,BTL,07355-20160729161628_v43.23,,073
Takapuna To Glenfield Via Marlborough,3,,RTH,94501-20160803113210_v43.25,,945
Manukau City Centre To Britomart Via Flat Bush And Otara,3,,NZBWP,49701-20160729161628_v43.23,,497
Pukekohe Train Station to Papakura Train Station,2,,AM,30113-20160729161628_v43.23,,PUK
Auckland To Birkenhead,4,,FGL,91014-20160803113210_v43.25,,BIRK
Conifer Grove To Rosehill Schools,3,,NZBWP,05551-20160803113210_v43.25,,055
Britomart To Cockle Bay Via Botany Town Centre,3,,HE,50102-20160803113210_v43.25,,501
Remuera Intermediate To Kohimarama Via Meadowbank,3,,NZBML,05554-20160803113210_v43.25,,055
Remuera Schools To Manurewa,3,,NZBWP,05454-20160803113210_v43.25,,054
Newmarket To St Heliers Via Mission Bay,3,,NZBML,77102-20160803113210_v43.25,,771
Matiatia Wharf To Rocky Bay Via Ostend & Onetangi (S),3,,WBC,00310-20160729161628_v43.23,,3
Westgate To City Centre,3,,RTH,08001-20160803113210_v43.25,,080
Takapuna To Verrans Corner,3,,BTL,97502-20160729161628_v43.23,,975
North Cross To Gulf Harbour,3,,BAYES,02656-20160729161628_v43.23,,026
Mairangi Bay To Mayoral Dr Via Long Bay College,3,,NZBNS,83909-20160729161628_v43.23,,839
Pinehill To Long Bay College,3,,NZBNS,07153-20160729161628_v43.23,,071
Britomart Train Station to Papakura Train Station,2,,AM,20134-20160729161628_v43.23,,STH
Civic Centre To Lynfield (S),3,,NZBML,26706-20160729161628_v43.23,,267
Outer Link Anticlockwise,3,,NZBML,72101-20160729161628_v43.23,,OUT
Midtown To New Lynn (S),3,,NZBGW,22306-20160803113210_v43.25,,223
Waitakere Schools To Te Atatu South,3,,RTH,04052-20160729161628_v43.23,,040
Newmarket To St Heliers Via Mission Bay,3,,NZBML,77102-20160729161628_v43.23,,771
Manly shops to Waiwera via HC Station and Silverdale,3,,NZBNS,98102-20160729161628_v43.23,,981
Henderson To Midtown,3,,NZBGW,22401-20160729161628_v43.23,,224
Mayoral Dr To Mairangi Bay Express,3,,NZBNS,86304-20160803113210_v43.25,,863X
Sylvia Park Train Station to Britomart Train Station,2,,AM,50081-20160803113210_v43.25,,EAST
Britomart Train Station to Henderson Train Station,2,,AM,10040-20160729161628_v43.23,,WEST
Panmure To Britomart Via Mission Bay,3,,NZBML,74503-20160729161628_v43.23,,745
Glen Eden To New Lynn Via Titirangi,3,,NZBGW,17201-20160729161628_v43.23,,172
Epsom Schools To Mt Eden,3,,NZBML,03052-20160803113210_v43.25,,030
Greenmeadows Intermediate and Manurewa High to Everglades,3,,MSB,00170-20160729161628_v43.23,,001
Sancta Maria College To Pakuranga,3,,HE,08852-20160729161628_v43.23,,088
Civic Centre To Te Papapa (Campbell Rd Works),3,,NZBML,39206-20160729161628_v43.23,,392
Holy Cross School To West Harbour,3,,RTH,05052-20160729161628_v43.23,,050
Beach Haven To Birkenhead College And Birkdale Intermediate,3,,BTL,00151-20160729161628_v43.23,,001
Britomart To Keri Hill,3,,NZBWP,47302-20160729161628_v43.23,,473
Auckland To Beach Haven,4,,360D,96014-20160803113210_v43.25,,HOBS
St Peters College To Papakura,3,,NZBWP,05352-20160729161628_v43.23,,053
Mayoral Dr To Castor Bay,3,,NZBNS,82202-20160729161628_v43.23,,822
Hillcrest To Northcote Schools,3,,BTL,08151-20160729161628_v43.23,,081
Mayoral Dr To Constellation Station Express,3,,NZBNS,87404-20160803113210_v43.25,,874X
Britomart To Pt Chevalier Via Westmere,3,,NZBML,00502-20160729161628_v43.23,,005
Otahuhu To Manukau City Centre Via East Tamaki,3,,NZBWP,48404-20160729161628_v43.23,,484
Mayoral Dr To Greenhithe Express,3,,RTH,95602-20160729161628_v43.23,,956
Britomart Train Station to Manukau Train Station,2,,AM,50078-20160729161628_v43.23,,EAST
Midtown To Blockhouse Bay Via Sandringham Rd,3,,NZBML,24802-20160729161628_v43.23,,248
Waiwera to Manly shops via HC Station and Silverdale,3,,NZBNS,98101-20160729161628_v43.23,,981
City Centre To Te Atatu South Via New Lynn And Henderson,3,,NZBML,52103-20160803113210_v43.25,,N13
Britomart To Glen Innes Via Mission Bay And Long Drive,3,,NZBML,75502-20160729161628_v43.23,,755
Ascot Park To Otahuhu,3,,NZBWP,33202-20160729161628_v43.23,,332
Britomart To Westmere Via Wellington St,3,,NZBML,02002-20160803113210_v43.25,,020
Whangaparaoa College To Silverdale,3,,BAYES,01760-20160803113210_v43.25,,017
Albany Station To Britomart (S),3,,RTH,10007-20160729161628_v43.23,,NEX
Somerville Intermediate To Golflands,3,,HE,31452-20160803113210_v43.25,,314
Britomart Train Station to Manukau Train Station,2,,AM,50092-20160729161628_v43.23,,EAST
Waiuku To Papakura,3,,NZBWP,47901-20160803113210_v43.25,,479
Mangere To Auckland Girls Grammar,3,,NZBWP,06153-20160729161628_v43.23,,061
Beachlands And Maraetai To Botany Town Centre Via Flat Bush,3,,HE,58903-20160803113210_v43.25,,589
Takapuna To Glenfield Via Marlborough,3,,RTH,94501-20160729161628_v43.23,,945
Downtown To St Marys College,3,,NZBML,01251-20160729161628_v43.23,,012
Northcote Intermediate And St Marys Primary To Chatswood,3,,BTL,02858-20160729161628_v43.23,,028
Matiatia Wharf To Onetangi,3,,WBC,00104-20160803113210_v43.25,,1
Midtown To New Lynn Express,3,,NZBML,22304-20160803113210_v43.25,,223X
Civic Centre To Lynfield Via Flyover,3,,NZBML,26704-20160803113210_v43.25,,267
Civic Centre To Birkenhead Via Beach Hvn And Glenfield Rd (S,3,,BTL,52906-20160803113210_v43.25,,N97
Henderson to City Centre Via Te Atatu Peninsula,3,,NZBGW,04901-20160729161628_v43.23,,049
Midtown To Verrans Corner Via Onewa Rd,3,,BTL,97002-20160803113210_v43.25,,970
Beach Haven To Birkenhead College And Birkdale Intermediate,3,,BTL,00151-20160803113210_v43.25,,001
Albany Station To Highbury Shops,3,,BTL,95704-20160803113210_v43.25,,957
Westlake Schools To Torbay Via Beach Rd,3,,NZBNS,05058-20160803113210_v43.25,,050
Long Bay College To Pinehill,3,,NZBNS,07156-20160803113210_v43.25,,071
Lynfield To Auckland Grammar And St Peters,3,,NZBML,09951-20160729161628_v43.23,,099
Onehunga High To Mangere,3,,NZBML,00554-20160729161628_v43.23,,005
Onehunga Industrial Via Otahuhu And Ascot Park,3,,NZBWP,33801-20160729161628_v43.23,,338
Blockhouse Bay Intermediate To New Lynn,3,,RTH,00852-20160729161628_v43.23,,008
Clendon to Manurewa and Greenmeadows,3,,MSB,00255-20160729161628_v43.23,,002
"Gulf Harbour to HC Station via Manly shops, Vipond Rd, Red B",3,,NZBNS,98301-20160729161628_v43.23,,983
City Centre To Papakura Via Great South Rd (S),3,,NZBWP,52409-20160803113210_v43.25,,N47
City Centre To Papakura Via Great South Rd,3,,NZBWP,52407-20160803113210_v43.25,,N47
Mission Heights To Britomart Via Botany Town Centre,3,,HE,50001-20160729161628_v43.23,,500
Westmere To Downtown Express,3,,NZBML,02003-20160803113210_v43.25,,020X
Papatoetoe Intermediate To Manukau,3,,NZBWP,02452-20160803113210_v43.25,,024
Weymouth To East Tamaki Via Cavendish Dr And Highbrook,3,,HE,56102-20160803113210_v43.25,,561
Manurewa High to Weymouth And Wattle Downs,3,,MSB,00450-20160729161628_v43.23,,004
Auckland Grammar To Remuera,3,,NZBML,00952-20160729161628_v43.23,,009
Manukau City Centre To Manurewa Via The Gardens,3,,HE,46602-20160729161628_v43.23,,466
Britomart To Glen Innes Centre Via Mission Bay,3,,NZBML,74502-20160803113210_v43.25,,745
Ranui To City Centre,3,,NZBGW,08701-20160729161628_v43.23,,087
Takapuna To Beach Haven Via Rangatira Rd,3,,BTL,97504-20160803113210_v43.25,,975
Mairangi Bay To Westlake Schools,3,,NZBNS,01455-20160729161628_v43.23,,014
Ponsonby Intermediate To Sandringham,3,,NZBGW,01056-20160729161628_v43.23,,010
Pt Chevalier To Glen Innes Via Greenlane Hospital,3,,NZBML,00702-20160803113210_v43.25,,007
Onehunga Transport Centre To Onehunga Schools,3,,NZBML,39251-20160729161628_v43.23,,392
Westlake Schools To Glenfield,3,,NZBNS,05754-20160729161628_v43.23,,057
Howick Intermediate To Botany Downs,3,,HE,32352-20160803113210_v43.25,,323
Onehunga High To Onehunga,3,,NZBML,00654-20160803113210_v43.25,,006
Otahuhu To Britomart Via Massey Rd,3,,NZBWP,33403-20160729161628_v43.23,,334
Onehunga High To Mangere Bridge,3,,NZBML,00354-20160729161628_v43.23,,003
Henderson To City Centre Via Glendene,3,,NZBGW,11501-20160803113210_v43.25,,115
Bayswater Wharf To Takapuna Via Francis St,3,,RTH,80407-20160729161628_v43.23,,804
Accent Dr To Howick Schools,3,,HE,31751-20160803113210_v43.25,,317
Sacred Heart To Dannemora,3,,HE,01956-20160729161628_v43.23,,019
Whenuapai To North Shore Schools,3,,PBC,32851-20160803113210_v43.25,,328
Lynfield To Civic Centre Via Waikowhai,3,,NZBML,29901-20160729161628_v43.23,,299
Westlake Boys To Beach Haven,3,,BTL,00660-20160729161628_v43.23,,006
Outer Link Herne Bay To CBD Anticlockwise,3,,NZBML,72111-20160803113210_v43.25,,OUT
Papakura To McAuley High,3,,NZBWP,05555-20160803113210_v43.25,,055
Sancta Maria College To Botany Downs,3,,HE,08952-20160803113210_v43.25,,089
Mangere To Onehunga Schools,3,,NZBML,05951-20160729161628_v43.23,,059
Glenfield To Mayoral Dr Express,3,,RTH,94503-20160803113210_v43.25,,945X
Orewa To Stella Maris School Via Hatfields Beach,3,,BAYES,02155-20160729161628_v43.23,,021
Te Atatu Shops To Westgate Shopping Centre,3,,RTH,08202-20160803113210_v43.25,,082
Westgate To Takapuna,3,,RTH,13008-20160729161628_v43.23,,130
One Tree Hill College To Panmure Town Centre,3,,NZBML,06156-20160803113210_v43.25,,061
Glen Innes To Britomart Via Mission Bay,3,,NZBML,75501-20160803113210_v43.25,,755
Westlake Schools To Stanley Bay,3,,RTH,08752-20160803113210_v43.25,,087
Waiheke Island To Auckland (Pier 2),4,,FGL,98011-20160729161628_v43.23,,MTIA
Downtown To International Airport Via Dominion Rd,3,,ABEXP,30008-20160729161628_v43.23,,SKY
Manukau To Onehunga Via Airport,3,,ATAPT,38003-20160729161628_v43.23,,380
Auckland University To Beach Haven Wharf,3,,BTL,97202-20160729161628_v43.23,,972
Highbury To Northcote Point,3,,BTL,96004-20160729161628_v43.23,,960
Blockhouse Bay to City Centre,3,,UE,19505-20160803113210_v43.25,,195
Homai To Panmure Via Cavendish Dr And Highbrook,3,,HE,56104-20160729161628_v43.23,,561
Britomart To Mt Wellington Via Carbine Rd,3,,NZBWP,53202-20160803113210_v43.25,,532
Westlake Schools To Albany Via Albany Hwy,3,,NZBNS,02058-20160729161628_v43.23,,020
Eastridge To Britomart,3,,NZBML,71301-20160729161628_v43.23,,713
Lynfield To Auckland Grammar And St Peters,3,,NZBML,09951-20160803113210_v43.25,,099
City Centre To Papatoetoe Via Onehunga And Mangere (S),3,,NZBWP,52303-20160803113210_v43.25,,N31
City Centre To Henderson And Liston College Via Glendene,3,,NZBGW,11306-20160729161628_v43.23,,113
Britomart To Otahuhu Flyer Via Mt Wellington,3,,NZBWP,50006-20160803113210_v43.25,,50F
Ranui To City Centre Via Te Atatu South,3,,NZBGW,09701-20160729161628_v43.23,,097
Diocesan School To Botany Downs,3,,HE,07152-20160803113210_v43.25,,071
Otahuhu To Onehunga Via Mangere Town  Centre,3,,NZBWP,35403-20160729161628_v43.23,,354
Howick To Sacred Heart College,3,,HE,01651-20160803113210_v43.25,,016
Midtown To Bayview,3,,BTL,95502-20160803113210_v43.25,,955
Rosehill College To Wattle Downs,3,,NZBWP,05656-20160803113210_v43.25,,056
Edgewater College To Otahuhu,3,,HE,07352-20160729161628_v43.23,,073
